# mangaid,objra,objdec,redshift
757,54.38959,0.1442334,0.047829706
758,54.891785,-0.51195985,0.026110215
759,54.736378,0.91788626,0.0419999
760,55.26555,-0.03123368,0.036344208
761,55.552013,-0.35438094,0.025625797
762,54.56416,1.0018051,0.04194892
763,56.623993,0.71880186,0.025599841
764,55.592297,-0.58319646,0.05272623
765,54.089012,0.18689096,0.024422597
766,56.48966,-0.020921515,0.037816275
767,56.284187,-0.9470986,0.110356696
768,54.597065,-1.1841003,0.049375713
769,55.808205,-1.0186973,0.03699483
770,54.526634,0.82451004,0.13936582
771,56.11056,-0.3038722,0.037181754
772,56.42514,-0.3784604,0.10959024
773,56.389153,-1.0469033,0.03674983
774,60.45381,-5.693413,0.07067782
775,62.16232,-5.659418,0.07602905
776,62.974422,-5.1373186,0.09530365
777,62.425858,-6.315563,0.08452006
778,62.504456,-6.6656375,0.038819358
779,60.859333,-5.4918423,0.038502056
780,61.98998,-5.915121,0.037588526
781,61.23009,-6.3048077,0.027067984
782,61.119133,-5.165784,0.1389434
783,61.453262,-6.3238373,0.057142004
784,62.25661,-6.1795826,0.08465411
785,61.405964,-5.315282,0.032850247
786,61.680805,-5.1147237,0.06630958
787,62.52638,-6.0516543,0.05813456
788,61.848034,-6.6864524,0.038446315
789,62.949257,-5.9198837,0.038826674
790,115.387474,47.871006,0.12791614
791,115.82121,48.66697,0.08193715
792,117.568596,47.889404,0.01819593
793,117.45125,48.129562,0.018710984
794,115.767845,47.41596,0.051608127
795,115.66907,48.022175,0.021613874
796,116.11606,47.731167,0.021519817
797,115.93947,48.137066,0.018459022
798,116.88726,49.246754,0.021833485
799,116.52296,48.84797,0.033074956
800,116.59111,48.296833,0.021653585
801,115.30407,47.67148,0.021299241
802,117.86391,48.595005,0.042482976
803,115.67204,48.826054,0.09747208
804,118.540695,48.708897,0.08032609
805,116.74927,46.971485,0.0280729
806,117.40527,48.515663,0.022941427
807,125.69765,17.330885,0.021549989
808,125.21876,18.015543,0.04402937
809,126.67177,17.838688,0.029282676
810,125.91515,18.299965,0.019528704
811,127.63201,18.20611,0.027185965
812,125.178406,19.440632,0.04364475
813,125.2728,17.819818,0.038545936
814,126.33273,17.482044,0.08930385
815,125.634224,18.744328,0.08911632
816,126.46119,18.166689,0.029113403
817,126.56891,17.362452,0.066172525
818,127.04852,17.374659,0.021674829
819,126.05963,17.331951,0.037530653
820,126.13717,19.264967,0.10067484
821,125.88039,18.448156,0.09736514
822,126.89802,17.918509,0.05937298
823,127.1708,17.5814,0.06679538
824,128.68774,52.715687,0.04519517
825,130.387,52.490196,0.018147415
826,129.13794,54.041462,0.030806113
827,131.16733,53.951073,0.024212722
828,131.61497,53.04564,0.045842
829,129.24284,54.514652,0.03146745
830,132.10365,53.91872,0.043100297
831,128.16438,53.233246,0.04340976
832,130.41437,53.28108,0.045011815
833,132.22186,53.98962,0.04519799
834,131.38167,53.959003,0.031181179
835,129.09877,52.71498,0.068425074
836,130.24173,52.83727,0.046928193
837,129.1749,53.72723,0.031866934
838,131.88382,53.90525,0.046949647
839,128.17839,52.416775,0.043526076
840,130.82173,52.75793,0.059076987
841,133.0681,50.62724,0.11277966
842,131.51343,51.201504,0.045628134
843,134.2738,51.814133,0.017512443
844,133.03532,51.31274,0.11545648
845,134.28444,51.471546,0.015912242
846,132.54474,51.775375,0.0889358
847,130.91507,50.38651,0.039488364
848,132.3844,50.874126,0.027677162
849,131.815,51.245808,0.027822932
850,131.99275,51.601017,0.0485944
851,132.62785,50.278927,0.12222529
852,130.45491,50.786427,0.054541543
853,130.76636,51.325653,0.030743651
854,130.99644,51.090263,0.12668948
855,133.02739,52.932755,0.03202467
856,133.78758,52.470444,0.058569632
857,132.97774,52.900883,0.11494852
858,138.27513,43.013462,0.014424668
859,135.72256,43.247726,0.043795288
860,136.36317,44.14388,0.05355461
861,136.7301,44.121517,0.04967674
862,137.06808,41.63919,0.041481994
863,137.06963,42.164143,0.024913918
864,136.61592,41.635918,0.027649252
865,136.67142,41.36511,0.02522183
866,136.68646,44.260983,0.049413905
867,136.84248,43.275433,0.0418085
868,136.0392,42.30342,0.026921794
869,136.0896,41.481728,0.024728801
870,136.82555,41.388462,0.027295366
871,136.71999,41.408253,0.027599847
872,138.02733,42.9546,0.049335636
873,136.77826,42.595104,0.041759014
874,137.44128,41.955868,0.14034016
875,136.15628,44.874733,0.034765553
876,137.56241,44.684135,0.03467181
877,139.55919,45.651688,0.027152564
878,137.37752,45.95235,0.02714334
879,138.93555,44.236088,0.032461625
880,137.21935,44.932266,0.026605625
881,139.79712,45.366524,0.031871147
882,136.68646,44.260983,0.04946747
883,137.03265,45.920963,0.02700662
884,139.72047,45.727783,0.026742825
885,137.87476,45.46832,0.027098514
886,137.56245,46.29327,0.026991641
887,137.33592,45.065514,0.051229525
888,136.79385,46.211147,0.04066083
889,139.30885,44.489162,0.03238654
890,136.47649,46.259106,0.052181512
891,138.3719,46.614223,0.08054755
892,139.19315,42.50678,0.086934485
893,140.35963,43.102154,0.04545568
894,139.64775,44.596737,0.014444681
895,138.98138,44.33276,0.040099937
896,140.39879,43.257248,0.016390426
897,139.21048,43.718674,0.029613065
898,140.21848,42.7088,0.025033941
899,138.96861,42.401516,0.048862536
900,138.93555,44.236088,0.03246822
901,139.73996,43.500576,0.040241603
902,140.21057,42.28885,0.040948946
903,138.75314,42.02439,0.028071718
904,138.90262,42.157223,0.025005782
905,140.28943,42.686855,0.025538614
906,140.41142,43.72615,0.04008309
907,139.30885,44.489162,0.03240978
908,139.42702,44.100685,0.03253605
909,144.23926,48.294117,0.025092393
910,145.53085,48.154873,0.033891637
911,145.45657,48.64899,0.045896754
912,145.94383,48.290714,0.025216408
913,145.44322,46.97384,0.025854696
914,145.77394,48.41968,0.025625106
915,146.09184,47.45985,0.026218561
916,144.84612,47.126865,0.027563348
917,144.05986,48.745697,0.0908874
918,144.35231,48.515453,0.0246233
919,145.30812,47.6886,0.047089044
920,144.61705,48.52551,0.025124455
921,144.55795,48.3883,0.025976531
922,144.15498,48.47438,0.026326714
923,145.60887,48.614437,0.044451058
924,144.69238,48.56287,0.025106518
925,145.54153,48.012863,0.056501564
926,157.05887,42.968052,0.04527077
927,157.62418,43.242188,0.09949081
928,159.38272,43.653763,0.024601541
929,159.15327,43.50678,0.024942726
930,158.78535,42.638813,0.087241665
931,158.01703,43.85927,0.028648935
932,157.84583,42.27718,0.022678534
933,156.49832,42.527294,0.05204925
934,157.59755,43.725082,0.029087115
935,157.34358,43.17059,0.027503563
936,157.60692,43.17978,0.0452271
937,156.62846,42.04553,0.04343892
938,158.53302,42.809216,0.088007085
939,156.98851,43.318268,0.1061274
940,158.25142,42.92842,0.04496412
941,157.66052,44.012722,0.028309725
942,158.20763,43.173946,0.029389482
943,161.16965,44.066143,0.026029095
944,163.51807,43.53277,0.037189174
945,162.05127,45.59529,0.050446704
946,163.45903,44.364426,0.048968308
947,164.62642,44.043427,0.058258776
948,163.62325,45.68528,0.019427981
949,163.21912,43.428406,0.024500487
950,163.50133,44.47037,0.048848536
951,163.6823,44.52729,0.052785967
952,164.03934,44.428257,0.037653573
953,164.08217,43.7549,0.036216896
954,163.2499,43.048615,0.1482851
955,161.27263,44.05429,0.025586065
956,162.98918,44.76013,0.14083864
957,163.99348,44.38083,0.037647072
958,161.2617,43.704758,0.025694238
959,163.70186,44.85018,0.03764833
960,163.54526,44.624237,0.024874037
961,164.97809,43.147705,0.02480374
962,164.11505,43.496517,0.051093385
963,165.11774,44.260967,0.025457013
964,165.27687,43.076103,0.057063617
965,165.15396,44.09751,0.036733266
966,166.50397,44.07,0.025072655
967,164.44617,44.654636,0.037735064
968,165.81078,45.21781,0.021458913
969,166.1878,45.15643,0.022226784
970,165.27502,45.29331,0.037497643
971,166.50987,43.173473,0.058649994
972,166.19737,44.02184,0.02582633
973,165.0116,43.905075,0.090196826
974,167.0592,43.624817,0.07593875
975,164.9711,43.36886,0.048457213
976,165.76355,44.714054,0.037061658
977,164.58519,40.788235,0.025789585
978,164.41077,41.05486,0.025755191
979,166.90901,42.753193,0.058818314
980,166.12941,42.624554,0.12570064
981,165.79593,41.705242,0.031398825
982,164.62721,40.87553,0.024945457
983,166.78134,42.825497,0.037169166
984,164.49713,40.827972,0.024390152
985,164.471,40.862152,0.025370482
986,167.04968,42.119694,0.036385093
987,166.622,41.03618,0.09947054
988,163.73479,41.498463,0.025040878
989,164.94092,42.68921,0.03840434
990,166.39903,42.94534,0.07601721
991,166.67355,42.811676,0.0590254
992,164.97313,43.369747,0.049322125
993,165.49582,45.228024,0.020274587
994,166.40324,46.173603,0.025330659
995,167.00269,46.850742,0.02522503
996,166.832,46.38332,0.024920762
997,167.03456,45.984623,0.036468957
998,165.08185,45.89003,0.022216959
999,166.29782,46.102936,0.03713681
1000,165.5687,44.27171,0.037376266
1001,166.22853,46.975143,0.079835586
1002,166.6557,46.038776,0.025272662
1003,165.55362,45.30387,0.020729871
1004,165.26134,44.88825,0.029655574
1005,165.89192,45.17042,0.022001289
1006,164.64209,45.812534,0.062596954
1007,166.10686,45.78171,0.14350986
1008,165.45358,44.81381,0.02552793
1009,166.76744,45.82214,0.025545003
1010,165.9351,43.857777,0.025650134
1011,167.32925,43.874756,0.021475371
1012,168.11882,44.15865,0.06635377
1013,167.7765,43.63301,0.025308646
1014,167.15437,43.00424,0.05015572
1015,166.62076,44.850903,0.021300415
1016,167.97371,43.566666,0.025094032
1017,165.57004,44.335182,0.024846999
1018,165.85315,45.005493,0.025184697
1019,167.09624,44.150322,0.059035707
1020,167.02504,43.89461,0.058380175
1021,168.01537,42.669796,0.02161939
1022,167.10385,43.012962,0.04964253
1023,167.60275,43.828697,0.07548212
1024,167.89876,43.591312,0.061924577
1025,165.45435,44.448135,0.037318118
1026,179.96263,43.74069,0.019888138
1027,178.50632,44.642258,0.024299173
1028,180.94257,43.98446,0.022889277
1029,180.16057,44.406647,0.02385857
1030,180.17271,43.35463,0.11315375
1031,177.97192,43.34807,0.03605493
1032,177.79611,44.008766,0.024438825
1033,179.52486,44.425446,0.05471956
1034,177.79419,45.22285,0.036136217
1035,178.93811,44.89546,0.0717894
1036,179.5933,43.81527,0.070272446
1037,179.44493,42.98995,0.031113388
1038,178.47498,43.818733,0.042971786
1039,178.84213,43.761093,0.07297528
1040,180.59052,44.567173,0.043697897
1041,178.34396,44.92052,0.01977021
1042,178.53992,44.36613,0.062036507
1043,182.35628,46.54936,0.06950142
1044,182.98375,45.78993,0.11254664
1045,184.35779,46.566868,0.023816379
1046,184.59251,46.15535,0.04945284
1047,183.40356,46.49393,0.025430072
1048,182.85736,44.43602,0.02332944
1049,184.33437,46.635265,0.023950526
1050,183.12656,45.68545,0.041195966
1051,181.82758,46.727524,0.10193029
1052,183.1521,45.625195,0.066222735
1053,184.19392,44.671055,0.08651233
1054,180.9644,45.35929,0.06745162
1055,182.70535,44.512604,0.023178425
1056,181.54597,45.149204,0.0669275
1057,182.68571,46.034325,0.038052563
1058,183.6122,45.195454,0.06572583
1059,183.3091,46.502045,0.037931427
1060,184.82729,43.236855,0.024100307
1061,184.60422,44.307266,0.038818922
1062,186.65904,44.92141,0.040752444
1063,185.47505,45.26768,0.048672423
1064,185.49817,44.145657,0.0751302
1065,182.85736,44.43602,0.023327027
1066,184.52167,43.086987,0.038141727
1067,183.57898,43.53528,0.024503054
1068,183.65984,43.536213,0.024529578
1069,184.84972,44.041607,0.06763633
1070,184.38646,43.75741,0.024303632
1071,184.66519,43.538723,0.024187678
1072,185.57047,43.73635,0.048352294
1073,184.73856,43.612267,0.024326164
1074,184.68475,44.781185,0.03852721
1075,184.5438,44.40046,0.03852203
1076,184.55356,44.17324,0.024889493
1077,186.39484,45.431736,0.02421173
1078,186.0307,45.434467,0.024088657
1079,186.11867,46.01868,0.023343751
1080,185.69858,46.15698,0.038250197
1081,186.05833,44.937634,0.04823525
1082,186.42812,47.330017,0.024795054
1083,186.18037,46.279,0.024843346
1084,184.76431,46.1068,0.03895477
1085,185.03767,47.133522,0.11299305
1086,186.24326,46.23455,0.03930264
1087,186.55621,45.53871,0.024472449
1088,186.70082,45.877808,0.024670826
1089,186.31123,45.94274,0.022117266
1090,186.06224,46.301765,0.024986286
1091,187.28568,46.881493,0.03982957
1092,184.63347,46.298454,0.03837699
1093,186.39032,46.06715,0.04854179
1094,164.58519,40.788235,0.025746254
1095,164.41077,41.05486,0.025823556
1096,166.90901,42.753193,0.05881769
1097,166.12941,42.624554,0.12573923
1098,165.79593,41.705242,0.031385507
1099,164.62721,40.87553,0.024935149
1100,166.78134,42.825497,0.037186284
1101,164.49713,40.827972,0.024403408
1102,164.471,40.862152,0.02544443
1103,167.04968,42.119694,0.03638449
1104,166.622,41.03618,0.09948558
1105,163.73479,41.498463,0.02505425
1106,164.94092,42.68921,0.038419515
1107,166.39903,42.94534,0.07602732
1108,166.67355,42.811676,0.059018593
1109,164.97313,43.369747,0.049296614
1110,208.28908,51.8125,0.06794598
1111,207.36844,53.246044,0.14235508
1112,208.77544,53.216602,0.09549507
1113,209.50885,53.01712,0.0702061
1114,211.03487,52.074883,0.04122344
1115,210.60216,51.686962,0.041448213
1116,208.60518,53.459976,0.0683255
1117,209.23642,53.86632,0.06984114
1118,210.62358,54.271004,0.0016660375
1119,211.4683,53.128983,0.041202273
1120,210.19032,51.728683,0.06988705
1121,208.50798,51.904987,0.14393723
1122,211.29973,53.115692,0.041007105
1123,211.78062,52.96374,0.043590777
1124,208.65938,54.122566,0.0696655
1125,211.94856,53.370438,0.083591074
1126,202.90367,22.201008,0.07207166
1127,203.56064,22.182764,0.049867976
1128,205.04163,23.34108,0.032171324
1129,204.90588,22.99459,0.034037795
1130,203.48929,22.417551,0.04415275
1131,204.59712,23.972145,0.028484747
1132,203.10667,22.55869,0.031718995
1133,203.77724,22.661833,0.032028887
1134,203.9721,23.757341,0.017108638
1135,205.01218,23.142973,0.031961177
1136,204.01183,22.63373,0.032775395
1137,204.4803,21.710255,0.09598097
1138,203.73865,22.583067,0.03206537
1139,202.9005,23.31408,0.043613445
1140,205.28273,23.282055,0.027274437
1141,203.43024,21.438164,0.04215806
1142,203.6536,23.12041,0.07222924
1143,245.84229,39.215336,0.029861918
1144,245.27087,39.91739,0.03230606
1145,247.20906,39.835087,0.036128473
1146,247.30412,41.15087,0.029945241
1147,247.15538,39.698906,0.03149743
1148,246.28195,39.435726,0.02987259
1149,247.58391,39.804325,0.029723058
1150,246.99448,39.603962,0.026473185
1151,247.24529,41.255253,0.03342831
1152,247.43213,40.016502,0.027914364
1153,247.16348,39.518547,0.025471961
1154,246.41113,40.098827,0.03291543
1155,246.8876,41.138504,0.030461993
1156,247.63847,41.438587,0.029246585
1157,246.76508,39.527386,0.034117814
1158,246.98018,39.258823,0.02931053
1159,239.4918,41.79259,0.03522796
1160,240.67741,41.19726,0.033518493
1161,240.36584,42.388187,0.035775132
1162,240.96002,41.521862,0.03439189
1163,242.68253,41.14856,0.03189065
1164,240.28712,41.88075,0.024781689
1165,241.62611,41.343304,0.03466408
1166,241.23561,41.357235,0.07322316
1167,239.8565,42.26346,0.060893856
1168,241.84668,41.70897,0.018311046
1169,241.25247,41.39172,0.07232813
1170,240.65805,41.293427,0.03506571
1171,240.91243,41.153057,0.03445729
1172,239.43665,41.709526,0.02402371
1173,242.69586,41.98367,0.038677383
1174,239.69754,41.9381,0.038973123
1175,239.98795,41.477776,0.03353114
1176,234.55397,38.174187,0.06455654
1177,234.88333,38.163715,0.06524565
1178,236.26741,39.859833,0.07844234
1179,236.09608,39.55895,0.04812686
1180,235.92049,39.540356,0.06379479
1181,235.75908,38.6605,0.037680507
1182,237.4514,38.002922,0.03091557
1183,235.70949,38.223843,0.040754244
1184,235.79703,39.238773,0.064077295
1185,236.16573,38.425358,0.076204136
1186,237.88815,38.29944,0.033188675
1187,237.16705,37.508274,0.04071652
1188,234.44817,38.2756,0.06439367
1189,235.05724,39.904137,0.08253219
1190,235.77917,39.15135,0.06418331
1191,235.78609,40.048553,0.06294014
1192,235.20801,38.51346,0.04404787
1193,192.26993,43.833168,0.0743979
1194,193.43336,43.249863,0.07276606
1195,194.65001,44.53079,0.07206352
1196,193.704,44.155567,0.05454804
1197,193.85596,43.938065,0.039035853
1198,194.48047,42.937286,0.035562806
1199,193.66672,43.870075,0.039242737
1200,194.91719,44.33087,0.04475098
1201,195.33159,43.277214,0.045888245
1202,191.67464,43.30904,0.040631514
1203,194.92503,43.75318,0.05807807
1204,193.2702,44.96035,0.106217496
1205,194.88539,42.758926,0.024144713
1206,192.42175,44.29936,0.050499745
1207,192.977,44.093403,0.024520092
1208,196.61105,45.289,0.051119532
1209,196.44403,46.461857,0.025003314
1210,196.23242,47.503643,0.03960645
1211,197.11449,46.569603,0.02484757
1212,197.4115,45.269245,0.02933695
1213,196.75505,46.309433,0.024866924
1214,196.36891,45.581875,0.051665146
1215,196.85373,44.93669,0.03361591
1216,197.79384,46.713562,0.0272511
1217,198.49158,45.704464,0.025563274
1218,197.89183,44.93308,0.024896495
1219,197.42166,46.023315,0.05254733
1220,197.23932,45.905445,0.12969635
1221,196.82088,45.728153,0.03518033
1222,198.31927,47.087563,0.026940942
1223,196.08629,45.05666,0.028668264
1224,197.95947,46.932716,0.026734294
1225,199.60876,47.223167,0.057417285
1226,199.0615,47.599365,0.057639204
1227,199.3755,47.78318,0.027090997
1228,199.9428,47.715572,0.02913225
1229,202.12843,47.71404,0.060995083
1230,200.2817,48.697746,0.04584973
1231,199.38177,47.676647,0.027314523
1232,199.32251,47.342014,0.027115712
1233,198.74316,48.19462,0.04921363
1234,201.28331,48.344505,0.069054015
1235,199.23994,47.868336,0.027089352
1236,201.07391,47.38423,0.09085497
1237,199.94476,48.206577,0.036239315
1238,201.77744,49.049316,0.061718535
1239,202.21721,49.482517,0.060939863
1240,202.53348,48.89326,0.070950255
1241,201.561,47.30034,0.09051862
1242,205.54861,22.269154,0.042119574
1243,206.21347,23.021523,0.028309247
1244,206.63098,23.122137,0.030542405
1245,206.40082,22.99503,0.027022054
1246,206.53755,21.894304,0.027565336
1247,206.14424,23.79661,0.028024275
1248,205.71724,22.126968,0.028340816
1249,206.51471,22.118843,0.027955512
1250,205.2893,23.277927,0.027573016
1251,206.29956,23.071863,0.028225213
1252,206.61246,22.076742,0.027749265
1253,206.62753,22.706018,0.026828436
1254,205.78214,22.175816,0.028145786
1255,205.88345,22.497952,0.053252995
1256,206.55438,23.084053,0.030257767
1257,206.31386,23.316513,0.029943215
1258,206.83028,21.833838,0.05270127
1259,198.24297,31.25866,0.020610088
1260,200.09612,30.444721,0.04787773
1261,200.70232,31.324497,0.023969581
1262,199.05138,30.950298,0.01885659
1263,201.10594,30.95929,0.048667848
1264,198.78424,30.403774,0.02344132
1265,201.00302,30.461205,0.04692261
1266,199.06648,30.264532,0.049412604
1267,200.12029,31.351994,0.046758767
1268,200.92834,31.515476,0.01787119
1269,200.30592,30.478111,0.036772333
1270,200.53223,30.144407,0.06135072
1271,200.29407,30.33464,0.060713347
1272,199.33873,31.05938,0.01885586
1273,200.93709,30.476284,0.04724348
1274,199.60756,31.46795,0.019066347
1275,200.21365,31.390762,0.045619138
1276,196.37038,33.848724,0.024010496
1277,196.76152,34.97861,0.023277264
1278,195.41605,36.2901,0.02545032
1279,196.89502,36.002956,0.03846934
1280,196.79391,34.298008,0.03414307
1281,195.47562,36.22871,0.025681501
1282,197.01736,34.007572,0.03354434
1283,195.38959,34.1167,0.033500403
1284,195.11679,34.379673,0.024738485
1285,196.43983,34.681076,0.06786767
1286,197.9021,34.419823,0.034592718
1287,196.9784,34.0871,0.033970315
1288,195.47528,34.758656,0.049080152
1289,196.10272,36.47995,0.023448939
1290,196.41684,35.245937,0.016102592
1291,196.06335,35.415497,0.034729563
1292,198.07443,35.00983,0.03869762
1293,210.17633,45.833424,0.043200087
1294,209.89514,47.14768,0.04235139
1295,213.14919,47.25306,0.028368734
1296,211.99176,47.906403,0.14473201
1297,212.10106,47.27372,0.03956865
1298,212.79648,46.39055,0.041113757
1299,212.72992,46.061832,0.040335692
1300,209.42442,46.714428,0.040724218
1301,209.83205,47.956184,0.015612145
1302,212.52943,46.43956,0.026547419
1303,211.47841,45.644676,0.040541276
1304,210.05496,46.432205,0.05349634
1305,211.53406,46.60255,0.06683577
1306,212.11613,48.200157,0.05284101
1307,211.47423,48.365547,0.05305487
1308,210.8427,48.253086,0.06658886
1309,211.42265,46.42744,0.0676363
1310,213.14919,47.25306,0.028371226
1311,214.72627,45.958416,0.027429836
1312,215.46315,48.03379,0.052407924
1313,214.3752,47.71496,0.037582826
1314,217.07791,46.823845,0.03613153
1315,213.8131,47.873344,0.028123472
1316,214.85466,45.86425,0.02705795
1317,214.4221,45.46582,0.027761629
1318,215.34654,47.91842,0.073007375
1319,215.27486,48.308174,0.07228345
1320,214.85025,45.90079,0.026807655
1321,215.38507,47.96273,0.069836654
1322,215.01791,47.12133,0.070490256
1323,214.81898,48.061005,0.052526396
1324,216.25613,47.95349,0.0714087
1325,213.80936,47.749958,0.13076153
1326,215.94081,45.931187,0.07209018
1327,213.41682,43.866566,0.03538518
1328,211.67726,44.43167,0.012968011
1329,213.36536,43.913815,0.0406669
1330,213.78365,45.59485,0.01617126
1331,214.54773,44.474277,0.14185719
1332,214.4221,45.46582,0.027790148
1333,214.7294,45.356647,0.028007992
1334,213.43219,43.662483,0.08964691
1335,213.49544,43.89295,0.04058175
1336,214.06021,43.92293,0.13804422
1337,214.64783,44.122433,0.027643364
1338,212.69843,43.607494,0.06761954
1339,211.90486,44.48227,0.1432095
1340,213.10344,44.46087,0.031569235
1341,213.11049,45.69041,0.02727789
1342,211.25307,44.752445,0.10826572
1343,203.19633,38.089787,0.053062283
1344,203.85303,38.09515,0.06555437
1345,203.3746,40.52967,0.027201524
1346,203.62468,38.29412,0.02605564
1347,205.38602,38.788,0.11806021
1348,203.52573,39.688385,0.046068992
1349,205.23116,38.87341,0.020343663
1350,203.41377,38.028355,0.06505015
1351,203.89653,40.111095,0.05441725
1352,204.17813,39.205093,0.061716076
1353,204.54388,38.66561,0.0203621
1354,203.27504,37.96674,0.053649444
1355,203.23198,40.257076,0.049141433
1356,203.03526,40.49991,0.02720124
1357,205.2039,38.271873,0.065947115
1358,203.95872,40.271687,0.03515321
1359,205.01144,40.420914,0.024450002
1360,203.78531,42.6472,0.061260786
1361,204.99109,41.33807,0.13319123
1362,204.87868,43.46723,0.037533246
1363,205.25104,42.43141,0.028227173
1364,206.33443,41.38893,0.059819818
1365,204.2524,43.425583,0.043829426
1366,204.58684,42.808197,0.05266879
1367,204.11142,43.01508,0.062278368
1368,204.12718,43.404797,0.054415997
1369,204.15019,43.373367,0.05283033
1370,206.01704,43.073975,0.0273938
1371,203.89534,42.402172,0.06319796
1372,205.91887,41.695824,0.07538168
1373,203.95692,42.67831,0.063017435
1374,206.29628,42.319515,0.028546682
1375,203.98819,41.60465,0.062466737
1376,204.08397,42.040752,0.06208214
1377,206.70988,42.651287,0.028565641
1378,207.9288,43.166603,0.09320443
1379,208.30696,44.14502,0.09080092
1380,209.16357,43.58564,0.10334916
1381,209.25198,43.362034,0.033330634
1382,209.88855,42.60793,0.042502213
1383,209.27074,41.84628,0.0077798646
1384,208.77368,42.94736,0.063962
1385,207.8728,43.806427,0.033509236
1386,207.47786,43.48224,0.045239057
1387,209.63979,41.724182,0.043213114
1388,207.3953,42.994267,0.09506739
1389,209.23418,43.313477,0.14989385
1390,207.65742,43.76413,0.048863415
1391,208.59216,44.115555,0.07236976
1392,207.55746,42.746265,0.028742636
1393,210.24095,42.855644,0.03258304
1394,213.43219,43.662483,0.08952798
1395,214.3281,43.52038,0.1370409
1396,214.7939,44.137665,0.035241336
1397,214.06021,43.92293,0.13801816
1398,214.28416,42.682762,0.026160564
1399,215.70422,42.39565,0.025868334
1400,216.5466,42.711243,0.017267605
1401,214.34453,42.28797,0.068928964
1402,214.64783,44.122433,0.026370535
1403,215.44975,42.327858,0.1357736
1404,216.7315,42.096046,0.09968322
1405,213.80704,41.674328,0.08446069
1406,214.50676,41.827644,0.10303506
1407,214.46466,43.41824,0.10735456
1408,214.82564,42.674232,0.13055132
1409,213.53737,43.19732,0.06962827
1410,215.07263,43.062798,0.13646726
1411,215.39528,40.358086,0.06363573
1412,215.48749,40.1958,0.019068716
1413,216.87677,40.96372,0.018619567
1414,215.7184,40.622597,0.01823793
1415,216.75986,39.95721,0.025568588
1416,215.31148,39.652534,0.025862
1417,218.16765,40.954227,0.018353613
1418,217.60068,40.010456,0.02509814
1419,216.9669,40.630142,0.018467644
1420,218.33556,40.550213,0.018550409
1421,217.54807,39.905174,0.025978994
1422,215.22925,40.12103,0.017889507
1423,216.90479,40.407307,0.019499067
1424,215.96472,40.25883,0.08256385
1425,217.0979,40.80904,0.082683064
1426,215.21669,40.36212,0.08198709
1427,218.19157,40.716644,0.017726477
1428,172.0512,21.996843,0.021293858
1429,172.57343,22.213022,0.038202077
1430,172.02333,23.429241,0.024278296
1431,172.35168,22.400358,0.022389151
1432,172.83353,21.424679,0.13371035
1433,172.16444,23.6709,0.021637835
1434,173.48145,23.643755,0.035532825
1435,172.2469,22.959906,0.032435197
1436,171.18793,22.871937,0.019520305
1437,172.78703,23.05718,0.03134689
1438,172.564,22.99201,0.033340417
1439,173.08646,22.630161,0.031118846
1440,172.68268,22.363539,0.022753695
1441,172.5125,23.463633,0.033610053
1442,173.7661,22.515165,0.022739958
1443,171.96643,21.409204,0.02203352
1444,171.2515,22.51418,0.049548782
1445,189.03206,46.64329,0.024563681
1446,189.398,44.801018,0.06039314
1447,190.58142,47.219986,0.03896302
1448,189.21326,45.65117,0.030822698
1449,191.49327,45.199013,0.025348008
1450,190.58243,45.437866,0.04707282
1451,190.27979,44.669888,0.04070517
1452,190.44843,44.91463,0.050247468
1453,189.95828,45.933563,0.024464376
1454,191.07887,46.40713,0.04992453
1455,191.03415,44.891888,0.024372874
1456,190.39464,44.49139,0.031879276
1457,190.35277,45.04568,0.02494963
1458,189.80783,47.004353,0.039720364
1459,190.59888,46.304302,0.031706844
1460,189.7058,44.958527,0.05146765
1461,191.01247,45.129265,0.024701733
1462,143.0102,48.551094,0.016509581
1463,141.5393,49.3102,0.027226182
1464,142.13573,50.79362,0.025445838
1465,144.03108,50.43922,0.064385146
1466,143.28806,49.050323,0.051459167
1467,141.19023,49.4448,0.016601406
1468,143.69704,48.747574,0.026257169
1469,141.46005,49.329857,0.027459318
1470,141.52116,50.438343,0.026836606
1471,144.47598,50.989098,0.13880937
1472,143.94066,49.023212,0.11512572
1473,143.18462,48.79635,0.026623923
1474,142.77817,49.079746,0.034150727
1475,141.34418,50.55368,0.025677929
1476,143.51036,50.027485,0.0381759
1477,142.7139,50.318863,0.03808441
1478,143.75401,48.97674,0.025304455
1479,135.06511,40.296738,0.029165963
1480,135.06544,40.917973,0.14775807
1481,136.74835,41.4406,0.026442034
1482,136.14233,41.397827,0.027392017
1483,135.83342,40.464714,0.041562684
1484,136.1142,41.486206,0.024677737
1485,136.27803,41.2309,0.025341839
1486,134.81601,39.68532,0.024237009
1487,135.70064,40.78702,0.06947685
1488,136.20029,40.59172,0.027269658
1489,134.74849,39.748863,0.024369605
1490,134.67458,41.23642,0.14767544
1491,135.72005,40.346684,0.04175797
1492,134.40495,41.043915,0.08759958
1493,135.75897,40.433987,0.029012656
1494,134.2735,40.013714,0.09665805
1495,136.01926,41.35643,0.025166547
1496,197.66878,32.22818,0.04920988
1497,199.08441,30.87686,0.045413893
1498,199.17464,31.36757,0.019422358
1499,198.92929,32.02654,0.052063107
1500,199.37744,31.092695,0.01876674
1501,199.6759,32.918663,0.03607644
1502,200.29053,31.946331,0.02331544
